1 0 2023
2 2023 3143
3 5166 7033
4 12199 1056
5 13255 6881
6 20136 1017
7 21153 1220
8 22373 1030
9 23403 6743
10 30146 5708
11 35854 9276
12 45130 7575
13 52705 1919
14 54624 5704
15 60328 3897
16 64225 1572
17 65797 799
18 66596 3421
19 70017 11004
20 81021 3052
21 84073 2390
22 86463 5932
23 92395 1374
24 93769 4907
25 98676 878
26 99554 2648
27 102202 1790
28 103992 1409
29 105401 3647
30 109048 4512
31 113560 3857
32 117417 6274
33 123691 6553
34 130244 5197
35 135441 2992
36 138433 2137
37 140570 1143
38 141713 856
39 142569 2782
40 145351 6654
41 152005 989
42 152994 1877
43 154871 1804
44 156675 8161
45 164836 1255
46 166091 2864
47 168955 2633
48 171588 1566
49 173154 803
50 173957 5348
51 179305 6964
52 186269 12487
53 198756 1259
54 200015 2444
55 202459 1110
56 203569 1352
57 204921 2284
58 207205 2882
59 210087 5504
60 215591 2855
61 218446 3195
62 221641 21676
63 243317 2876
64 246193 1675
65 247868 2550
66 250418 1825
67 252243 1941
68 254184 7406
69 261590 13285
70 274875 2856
71 277731 1878
72 279609 1519
73 281128 3217
74 284345 1522
75 285867 4377
76 290244 1184
77 291428 1218
78 292646 1431
79 294077 2668
80 296745 2054
81 298799 2462
82 301261 4622
83 305883 570
84 306453 1012
85 307465 7381
86 314846 5237
87 320083 6682
88 326765 4838
89 331603 4026
90 335629 2980
91 338609 35378
92 373987 4023
93 378010 7515
94 385525 2921
95 388446 2026
96 390472 4804
97 395276 1340
