1 0 4015
2 4015 3959
3 7974 2414
4 10388 3858
5 14246 20336
6 34582 8833
7 43415 4667
8 48082 4598
9 52680 4309
10 56989 1630
11 58619 4624
12 63243 1446
13 64689 1264
14 65953 1569
15 67522 7834
16 75356 2290
17 77646 18757
18 96403 9400
19 105803 6038
20 111841 4142
21 115983 4198
22 120181 2090
23 122271 17244
24 139515 4813
25 144328 1190
26 145518 2144
27 147662 1390
28 149052 8852
29 157904 5527
30 163431 7004
31 170435 3370
32 173805 9064
33 182869 7830
34 190699 8785
35 199484 5246
36 204730 7276
37 212006 15522
38 227528 8021
39 235549 5428
40 240977 1460
41 242437 1661
42 244098 2250
43 246348 1437
44 247785 1024
45 248809 6477
46 255286 2170
47 257456 9016
48 266472 4939
49 271411 1914
50 273325 5570
51 278895 5623
52 284518 9533
53 294051 5013
54 299064 9993
55 309057 4093
56 313150 1164
57 314314 1516
58 315830 1396
59 317226 9709
60 326935 773
61 327708 983
62 328691 2255
63 330946 12895
64 343841 8431
65 352272 4384
66 356656 5147
67 361803 5400
68 367203 9525
69 376728 2315
70 379043 5684
71 384727 3051
72 387778 3322
73 391100 2353
74 393453 8858
75 402311 3989
76 406300 15555
77 421855 3415
78 425270 3995
79 429265 4626
80 433891 12268
81 446159 1013
82 447172 9810
83 456982 7801
84 464783 877
85 465660 7061
86 472721 17696
87 490417 7688
88 498105 879
89 498984 14782
90 513766 4828
91 518594 864
92 519458 10543
