1 0 5367
2 5367 1361
3 6728 14704
4 21432 1153
5 22585 1374
6 23959 5343
7 29302 2559
8 31861 3146
9 35007 6982
10 41989 6472
11 48461 9398
12 57859 12145
13 70004 2131
14 72135 6611
15 78746 6393
16 85139 10410
17 95549 7817
18 103366 219
19 103585 6059
20 109644 1281
21 110925 4993
22 115918 10350
23 126268 5596
24 131864 3146
25 135010 2264
26 137274 2199
27 139473 2533
28 142006 2065
29 144071 1659
30 145730 1681
31 147411 1862
32 149273 1878
33 151151 3932
34 155083 2935
35 158018 17058
36 175076 3858
37 178934 9011
38 187945 3977
39 191922 3785
40 195707 6823
41 202530 3143
42 205673 3987
43 209660 3377
44 213037 10534
45 223571 1565
46 225136 5583
47 230719 1978
48 232697 2005
49 234702 3497
50 238199 9126
51 247325 8274
52 255599 3689
53 259288 1855
54 261143 1133
55 262276 1894
56 264170 4401
57 268571 4349
58 272920 1264
59 274184 7663
60 281847 3871
61 285718 3882
62 289600 1426
63 291026 5148
64 296174 943
65 297117 651
66 297768 7894
67 305662 3468
68 309130 3926
69 313056 3315
70 316371 1394
71 317765 1174
72 318939 2355
73 321294 12141
74 333435 5933
75 339368 6009
76 345377 1824
77 347201 1298
78 348499 22947
79 371446 1598
80 373044 6730
81 379774 6680
82 386454 9883
83 396337 1721
84 398058 3902
85 401960 2184
